scenario_id,fund_return_id,trial_number,return_a,return_b
4438925c-5c3f-4773-aa1d-de52214915b1,a0c2378d-7e16-4218-95e7-876b4a0a91d0,1,0.24947530654447267,1.0866376783287954
4438925c-5c3f-4773-aa1d-de52214915b1,a5c2866c-59c3-4761-88f2-015e18c46534,2,0.24977406669209146,1.0308861909989062
4438925c-5c3f-4773-aa1d-de52214915b1,b0097565-8f75-4c18-b79f-2fcbd3d63ac6,3,0.2498736038444157,1.0962478679637293
4438925c-5c3f-4773-aa1d-de52214915b1,a8af6337-28e0-43b1-b5d3-4dada22644b1,4,0.2500727078769301,1.0373914492604894
4438925c-5c3f-4773-aa1d-de52214915b1,fbbebf85-64be-4022-9ffa-431c0b8a8e2f,5,0.24967477711163114,0.9795644918025838
4438925c-5c3f-4773-aa1d-de52214915b1,b460b706-12eb-4141-b1c5-b37bf588cfdc,6,0.24897780889503712,0.9821607998559797
4438925c-5c3f-4773-aa1d-de52214915b1,d080dabb-6b64-47d1-8931-28fbf1b2330c,7,0.24927642035398226,0.9344032239140336
4438925c-5c3f-4773-aa1d-de52214915b1,49502c5e-1e04-4348-8da6-048b755eb8ea,8,0.24957497237888973,0.9936513998801619
4438925c-5c3f-4773-aa1d-de52214915b1,69ce1ec4-5660-4b4d-ad7d-6893e5feac66,9,0.2503712300102907,0.899370112811646
4438925c-5c3f-4773-aa1d-de52214915b1,2bfcb8a9-bc54-4edd-9057-a55ea1d2e3f7,10,0.2512666188180599,0.899400262474575
4438925c-5c3f-4773-aa1d-de52214915b1,e4cbbab1-58d1-4182-91c0-7d0d77d33406,11,0.25216245324814907,0.7757147920729351
4438925c-5c3f-4773-aa1d-de52214915b1,a997870b-df0f-49c4-957d-3590540e66a7,12,0.25226196068641216,0.7624660008288193
4438925c-5c3f-4773-aa1d-de52214915b1,5bc2749c-7efc-4cc9-aac9-be82eadb1f0d,13,0.2533566515455938,0.7644202847657743
4438925c-5c3f-4773-aa1d-de52214915b1,fa2a0db6-d897-4d88-92a8-3105283fca90,14,0.2532570350689462,0.6606787780602875
4438925c-5c3f-4773-aa1d-de52214915b1,3688d179-8c0b-4c55-b44d-85573efba047,15,0.2535558249720704,0.5864341094848721
4438925c-5c3f-4773-aa1d-de52214915b1,90e53348-7f63-4dcd-9573-949647857b00,16,0.252858787353607,0.6470991871100018
4438925c-5c3f-4773-aa1d-de52214915b1,29866a6b-8ad3-4b3c-a296-3f1e0bcc17b5,17,0.25186247363165826,0.6295804952205756
4438925c-5c3f-4773-aa1d-de52214915b1,a513ac8d-3fe1-4ebc-9f79-214b6fdb36cb,18,0.250666539664122,0.6020041278623205
4438925c-5c3f-4773-aa1d-de52214915b1,ae58d8d7-d9f8-49aa-a257-f7e072c7c41b,19,0.24917214337106836,0.6380011813005949
4438925c-5c3f-4773-aa1d-de52214915b1,059f5742-f8a1-46ab-87e2-03c45f8acf1b,20,0.24817573037511734,0.5531067818377479
4438925c-5c3f-4773-aa1d-de52214915b1,2b30bc8f-255d-45d8-a625-2de714a69a03,21,0.24658146937582565,0.4150940176076324
