scenario_id,fund_return_id,trial_number,return_a,return_b
2e1e164a-699c-4c00-acff-61a98e23ddec,e233f62e-9868-4bd3-862b-20c42c4849a5,1,0.01343856110622607,0.0902702261567102
2e1e164a-699c-4c00-acff-61a98e23ddec,69fb34ea-ecb1-4a14-9fc9-0dd30cb8751e,2,0.014008432885118065,0.07162489915132843
2e1e164a-699c-4c00-acff-61a98e23ddec,9f58dada-b8f9-4a26-b8b8-bdca782523c5,3,0.014268378996305887,0.08430274104827683
2e1e164a-699c-4c00-acff-61a98e23ddec,3977c3d7-7977-42d6-93af-e27624b3f5bd,4,0.014268378996305887,0.08955391945487108
2e1e164a-699c-4c00-acff-61a98e23ddec,f124a7df-040e-4743-b953-c1a840c6057c,5,0.013418566104993793,0.048667018970324744
2e1e164a-699c-4c00-acff-61a98e23ddec,305648f8-1fc4-4373-b396-6b2fe6f12dc8,6,0.013598527213399157,0.07027560793957154
2e1e164a-699c-4c00-acff-61a98e23ddec,a0128336-d00d-4a19-805a-3bb3579e04ce,7,0.01319861519403191,0.030900695155476183
2e1e164a-699c-4c00-acff-61a98e23ddec,c8b733c1-7d42-4e08-90fd-86be33969c97,8,0.013218611094872537,0.07455261598765234
2e1e164a-699c-4c00-acff-61a98e23ddec,62abccb9-223a-4ba8-adb0-53511cd1780a,9,0.013618519116039174,0.05253156187428125
2e1e164a-699c-4c00-acff-61a98e23ddec,0b8663f5-0782-4beb-8cb5-58882961d164,10,0.013178607098425154,0.08961924970803044
2e1e164a-699c-4c00-acff-61a98e23ddec,9c43101e-d3fc-419a-a216-1173788fed8b,11,0.013168609048044828,0.062433928233722735
2e1e164a-699c-4c00-acff-61a98e23ddec,f1fb2c83-026a-465e-85c4-c856170165a2,12,0.012168824001619456,0.04689251652609351
2e1e164a-699c-4c00-acff-61a98e23ddec,5b1c7a39-b1c8-41f5-bb65-71be9e47e33a,13,0.012798694878141129,0.028764447782005164
2e1e164a-699c-4c00-acff-61a98e23ddec,27b2c21b-7a4c-4af4-890d-5288ced51f1a,14,0.012598733870534633,0.047673101572826136
2e1e164a-699c-4c00-acff-61a98e23ddec,3ea768fd-a10c-447c-9c4d-e09f292b2157,15,0.012798694878141127,0.03819392350559999
2e1e164a-699c-4c00-acff-61a98e23ddec,09bd934f-06f9-4ecc-9e00-b51ad8ad7a83,16,0.012378783059606274,-0.029330766223366223
2e1e164a-699c-4c00-acff-61a98e23ddec,64b0b8a8-21a0-4bbd-a550-1b0fe5160f98,17,0.0123887811099866,-0.017669078625829414
2e1e164a-699c-4c00-acff-61a98e23ddec,c5a594b8-619b-4a36-a37d-a588c8fbd24e,18,0.012758703276375903,0.022938002814571944
2e1e164a-699c-4c00-acff-61a98e23ddec,e8821ac0-8ab7-4993-99fb-6f1f83f7c3d7,19,0.012358778862087316,0.09183025966254395
2e1e164a-699c-4c00-acff-61a98e23ddec,b64cba89-e1f0-4345-b688-fd0ba53834b3,20,0.01253874356900958,0.14935977659503674
2e1e164a-699c-4c00-acff-61a98e23ddec,6c063203-bad6-4eeb-9768-e4d585c4c70a,21,0.01253874356900958,0.09240601728995951
2e1e164a-699c-4c00-acff-61a98e23ddec,887ca4e3-3650-44b1-bc92-c9cba4abed00,22,0.01301865198650827,0.10857835164170383
2e1e164a-699c-4c00-acff-61a98e23ddec,e1ddb285-815a-4809-8e88-456dd4675a19,23,0.013028649936928583,0.04934123066226286
2e1e164a-699c-4c00-acff-61a98e23ddec,5ae2ff5a-92ca-4e5f-b93b-a66c8dfa59a3,24,0.012798699176379668,0.012571391238503149
2e1e164a-699c-4c00-acff-61a98e23ddec,179dde26-bfca-4a00-8317-5ddfe025dd0b,25,0.01285868627915702,0.0335346906583836
2e1e164a-699c-4c00-acff-61a98e23ddec,e9c30093-6f26-47d6-b1c1-627878de4a64,26,0.013428563755541844,0.07014092522621845
2e1e164a-699c-4c00-acff-61a98e23ddec,56fb1e0a-45cc-4af7-adc3-5fcdb8193deb,27,0.012828680732686828,0.1586632599133838
2e1e164a-699c-4c00-acff-61a98e23ddec,ebba362d-d7d1-4c46-a293-23edf5ed3a5c,28,0.012598725473977572,0.17258529644091353
2e1e164a-699c-4c00-acff-61a98e23ddec,8e06e0eb-a15b-4026-8db1-cc9fe4227638,29,0.011958862844435073,0.06325581085284186
2e1e164a-699c-4c00-acff-61a98e23ddec,f1f33e7d-9df7-41c9-8c99-1ca493f786ba,30,0.012578742068012528,0.074227254056736
2e1e164a-699c-4c00-acff-61a98e23ddec,97d8ba36-2405-4b2e-a007-9783d1feddf0,31,0.012388776911628782,-0.03750504695779653
2e1e164a-699c-4c00-acff-61a98e23ddec,80acb0bb-1f3d-47dc-8b51-61253e54f3a5,32,0.012538745568169845,0.06032815957786303
2e1e164a-699c-4c00-acff-61a98e23ddec,917afe81-7893-48a7-b22e-d93642a1b2a8,33,0.012748700427878134,0.024569687959929847
2e1e164a-699c-4c00-acff-61a98e23ddec,eff21d8d-92bc-46ca-ae54-044db8b26f76,34,0.0134485637546237,0.09522016189536606
2e1e164a-699c-4c00-acff-61a98e23ddec,36be36fe-d4cc-4633-9348-bd339eb1f808,35,0.0133885754523382,0.09633622806360852
2e1e164a-699c-4c00-acff-61a98e23ddec,cbc824e5-c0ae-4bc5-99da-25d749b8a022,36,0.01254874381847197,0.14335265456659066
2e1e164a-699c-4c00-acff-61a98e23ddec,a486b2a2-97c3-4662-94d5-3819bd3366b6,37,0.012348784810065717,0.13414009072662786
2e1e164a-699c-4c00-acff-61a98e23ddec,847f19fa-3d90-4980-9869-eb812eb59ba0,38,0.012158823752079778,0.03876954620786105
2e1e164a-699c-4c00-acff-61a98e23ddec,407c150b-fabe-4d46-ac37-a9440a677b4a,39,0.012378783059606274,0.02871245775112125
2e1e164a-699c-4c00-acff-61a98e23ddec,956fff82-744b-4ce8-9d56-e49c3cc313f0,40,0.011958862844435073,0.02767530445151363
2e1e164a-699c-4c00-acff-61a98e23ddec,c6416486-82b5-409e-bf47-451005f97201,41,0.011938866643712636,-0.045220826684900226
2e1e164a-699c-4c00-acff-61a98e23ddec,19cf04a0-6e55-4e1f-b8a4-02ac05f0fff3,42,0.012558739769732019,-0.07775326602252111
2e1e164a-699c-4c00-acff-61a98e23ddec,825a00e5-8caf-466b-bff4-108b14500871,43,0.011968835704141458,-0.031489447355998415
2e1e164a-699c-4c00-acff-61a98e23ddec,047b3e90-cb4d-449f-ac6c-764d8241f667,44,0.010919019421774645,0.19520550284559202
2e1e164a-699c-4c00-acff-61a98e23ddec,c72df6e7-d3c9-4a63-8370-4a3ff5e58b31,45,0.009869224131635343,0.1917194003062081
