caldt,spindx,sprtrn
2016-03-31,2059.74,0.065991
2016-04-29,2065.30,0.002699
2016-05-31,2096.96,0.015329
2016-06-30,2098.86,0.000906
2016-07-29,2173.60,0.035610
2016-08-31,2170.95,-0.001219
2016-09-30,2168.27,-0.001234
2016-10-31,2126.15,-0.019426
2016-11-30,2198.81,0.034174
2016-12-30,2238.83,0.018201
2017-01-31,2278.87,0.017884
2017-02-28,2363.64,0.037198
2017-03-31,2362.72,-0.000389
2017-04-28,2384.20,0.009091
2017-05-31,2411.80,0.011576
2017-06-30,2423.41,0.004814
2017-07-31,2470.30,0.019349
2017-08-31,2471.65,0.000546
2017-09-29,2519.36,0.019303
2017-10-31,2575.26,0.022188
2017-11-30,2647.58,0.028083
2017-12-29,2673.61,0.009832
2018-01-31,2823.81,0.056179
2018-02-28,2713.83,-0.038947
2018-03-29,2640.87,-0.026885
2018-04-30,2648.05,0.002719
2018-05-31,2705.27,0.021608
2018-06-29,2718.37,0.004842
2018-07-31,2816.29,0.036022
2018-08-31,2901.52,0.030263
2018-09-28,2913.98,0.004294
2018-10-31,2711.74,-0.069403
2018-11-30,2760.17,0.017859
2018-12-31,2506.85,-0.091777
2019-01-31,2704.10,0.078684
2019-02-28,2784.49,0.029729
2019-03-29,2834.40,0.017924
2019-04-30,2945.83,0.039313
2019-05-31,2752.06,-0.065778
2019-06-28,2941.76,0.068930
2019-07-31,2980.38,0.013128
2019-08-30,2926.46,-0.018092
2019-09-30,2976.74,0.017181
2019-10-31,3037.56,0.020432
2019-11-29,3140.98,0.034047
2019-12-31,3230.78,0.028590
2020-01-31,3225.52,-0.001628
2020-02-28,2954.22,-0.084110
2020-03-31,2584.59,-0.125119
2020-04-30,2912.43,0.126844
2020-05-29,3044.31,0.045282
2020-06-30,3100.29,0.018388
2020-07-31,3271.12,0.055101
2020-08-31,3500.31,0.070065
2020-09-30,3363.00,-0.039228
2020-10-30,3269.96,-0.027666
2020-11-30,3621.63,0.107546
2020-12-31,3756.07,0.037121
2021-01-29,3714.24,-0.011137
2021-02-26,3811.15,0.026091
2021-03-31,3972.89,0.042439
2021-04-30,4181.17,0.052425
2021-05-28,4204.11,0.005487
2021-06-30,4297.50,0.022214
2021-07-30,4395.26,0.022748
2021-08-31,4522.68,0.028990
2021-09-30,4307.54,-0.047569
2021-10-29,4605.38,0.069144
2021-11-30,4567.00,-0.008334
2021-12-31,4766.18,0.043613
2022-01-31,4515.55,-0.052585
2022-02-28,4373.94,-0.031361
2022-03-31,4530.41,0.035773
2022-04-29,4131.93,-0.087957
2022-05-31,4132.15,0.000053
2022-06-30,3785.38,-0.083920
2022-07-29,4130.29,0.091116
2022-08-31,3955.00,-0.042440
2022-09-30,3585.62,-0.093396
2022-10-31,3871.98,0.079863
2022-11-30,4080.11,0.053753
2022-12-30,3839.50,-0.058971
2023-01-31,4076.60,0.061753
2023-02-28,3970.15,-0.026112
2023-03-31,4109.31,0.035052
2023-04-28,4169.48,0.014642
2023-05-31,4179.83,0.002482
2023-06-30,4450.38,0.064728
2023-07-31,4588.96,0.031139
2023-08-31,4507.66,-0.017716
2023-09-29,4288.05,-0.048719
2023-10-31,4193.80,-0.021980
2023-11-30,4567.80,0.089179
2023-12-29,4769.83,0.044229
2024-01-31,4845.65,0.015896
2024-02-29,5096.27,0.051721
2024-03-28,5254.35,0.031019
2024-04-30,5035.69,-0.041615
2024-05-31,5277.51,0.048021
2024-06-28,5460.48,0.034670
2024-07-31,5522.30,0.011321
2024-08-30,5648.40,0.022835
2024-09-30,5762.48,0.020197
2024-10-31,5705.45,-0.009897
2024-11-29,6032.38,0.057301
2024-12-31,5881.63,-0.024990
